rowid,SiteName,Province_y,Ecoregion,Type,Latitude,Longitude,Year,Date,Phylum,Class,Order,Family,Genus,Species,Count,EPT_index,EPT_to_Total_Ratio,EPT_Class,SamplingDevice,StreamOrder,Velocity-Avg,Depth-Avg,General-Conductivity,Chl-a,General-DO,General-TempWater,General-Turbidity,General-pH,Nitrogen-TN,Phosphorus-TP,As,Se
60767,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais behningi,336,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60768,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais simplex,3,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60769,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Annelida,Clitellata,Tubificida,Naididae,Nais,,15,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60770,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Annelida,Clitellata,Tubificida,Naididae,,,27,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60771,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,Parakiefferiella,,27,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60772,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,,,91,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60773,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,Rheotanytarsus,,6,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60774,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,Phaenopsectra,,18,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60775,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,Micropsectra,,12,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60776,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,Tvetenia,,27,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60777,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,27,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60778,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,Tvetenia,Tvetenia vitracies,6,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60779,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,Thienemannimyia,,3,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60780,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,,6,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60781,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,,3,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60782,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,Nilotanypus,,9,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60783,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,Thienemanniella,Thienemanniella xena,6,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60784,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,Rheopelopia,,18,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60785,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Plecoptera,Capniidae,Paracapnia,,15,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60786,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Plecoptera,Leuctridae,Leuctra,,37,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60787,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Coleoptera,Elmidae,,,4,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60788,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,126,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60789,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,,11,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60790,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Ceratopogonidae,Probezzia,,15,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60791,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Ceratopogonidae,Bezzia,,22,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60792,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Ephemerella,,4,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60793,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Chironomidae,Prodiamesa,Prodiamesa olivacea,122,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60794,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus,,4,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60795,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,,274,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60796,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Chironomidae,Stempellina,,4,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60797,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,,15,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60798,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Chironomidae,Paralauterborniella,,7,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60799,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,,30,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60800,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Chironomidae,Pentaneura,,7,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60801,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Chironomidae,Paracladopelma,,4,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60802,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Chironomidae,Heterotrissocladius,,33,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60803,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Chironomidae,Alotanypus,,15,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60804,Imogene,ON,Abitibi Plains,River,48.02522222,-85.90938889,2015,9/8/2015,Arthropoda,Insecta,Diptera,Chironomidae,,,85,0.0541,5.4124,Poor,Kick Net,3,0,56.4,153,,9.7,12.82,,7.62,,,,
60805,Oiseau,ON,Abitibi Plains,River,48.398,-86.18777778,2015,9/11/2015,Arthropoda,Insecta,Diptera,Empididae,Neoplasta,,100,0.0062,0.6211,Poor,Kick Net,3,0.08,12.67,250,,8.54,6.7,,8.2,,,,
60806,Oiseau,ON,Abitibi Plains,River,48.398,-86.18777778,2015,9/11/2015,Arthropoda,Insecta,Plecoptera,Leuctridae,Leuctra,,20,0.0062,0.6211,Poor,Kick Net,3,0.08,12.67,250,,8.54,6.7,,8.2,,,,
60807,Oiseau,ON,Abitibi Plains,River,48.398,-86.18777778,2015,9/11/2015,Arthropoda,Insecta,Diptera,Chironomidae,Paracladius,,160,0.0062,0.6211,Poor,Kick Net,3,0.08,12.67,250,,8.54,6.7,,8.2,,,,
60808,Oiseau,ON,Abitibi Plains,River,48.398,-86.18777778,2015,9/11/2015,Arthropoda,Insecta,Diptera,Chironomidae,Thienemanniella,,20,0.0062,0.6211,Poor,Kick Net,3,0.08,12.67,250,,8.54,6.7,,8.2,,,,
60809,Oiseau,ON,Abitibi Plains,River,48.398,-86.18777778,2015,9/11/2015,Arthropoda,Insecta,Diptera,Chironomidae,Thienemanniella,Thienemanniella xena,220,0.0062,0.6211,Poor,Kick Net,3,0.08,12.67,250,,8.54,6.7,,8.2,,,,
60810,Oiseau,ON,Abitibi Plains,River,48.398,-86.18777778,2015,9/11/2015,Arthropoda,Insecta,Diptera,Chironomidae,Stictochironomus,,240,0.0062,0.6211,Poor,Kick Net,3,0.08,12.67,250,,8.54,6.7,,8.2,,,,
60811,Oiseau,ON,Abitibi Plains,River,48.398,-86.18777778,2015,9/11/2015,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,,80,0.0062,0.6211,Poor,Kick Net,3,0.08,12.67,250,,8.54,6.7,,8.2,,,,
60812,Oiseau,ON,Abitibi Plains,River,48.398,-86.18777778,2015,9/11/2015,Arthropoda,Insecta,Diptera,Chironomidae,Prodiamesa,Prodiamesa olivacea,200,0.0062,0.6211,Poor,Kick Net,3,0.08,12.67,250,,8.54,6.7,,8.2,,,,
60813,Oiseau,ON,Abitibi Plains,River,48.398,-86.18777778,2015,9/11/2015,Arthropoda,Insecta,Diptera,Chironomidae,,,1080,0.0062,0.6211,Poor,Kick Net,3,0.08,12.67,250,,8.54,6.7,,8.2,,,,
60814,Lyons Creek,ON,Lake Erie Lowland,River,42.97405,-79.22076667,2015,9/22/2015,Annelida,Clitellata,Tubificida,Naididae,Immatures with cheatal hairs,,52,0.0041,0.4107,Poor,Petite Ponar,,,,276,,7.57,20.23,,8.24,2850,0.013,5.2,
60815,Lyons Creek,ON,Lake Erie Lowland,River,42.97405,-79.22076667,2015,9/22/2015,Annelida,Clitellata,Tubificida,Naididae,Immatures with cheatal hairs,,43,0.0041,0.4107,Poor,Petite Ponar,,,,276,,7.57,20.23,,8.24,2850,0.013,5.2,
60816,Lyons Creek,ON,Lake Erie Lowland,River,42.97405,-79.22076667,2015,9/22/2015,Annelida,Clitellata,Tubificida,Naididae,Immatures with cheatal hairs,,20,0.0041,0.4107,Poor,Petite Ponar,,,,276,,7.57,20.23,,8.24,2850,0.013,5.2,
60817,Lyons Creek,ON,Lake Erie Lowland,River,42.97405,-79.22076667,2015,9/22/2015,Annelida,Clitellata,Tubificida,Naididae,Immatures without cheatal hairs,,352,0.0041,0.4107,Poor,Petite Ponar,,,,276,,7.57,20.23,,8.24,2850,0.013,5.2,
60818,Lyons Creek,ON,Lake Erie Lowland,River,42.97405,-79.22076667,2015,9/22/2015,Annelida,Clitellata,Tubificida,Naididae,Immatures without cheatal hairs,,177,0.0041,0.4107,Poor,Petite Ponar,,,,276,,7.57,20.23,,8.24,2850,0.013,5.2,
60819,Lyons Creek,ON,Lake Erie Lowland,River,42.97405,-79.22076667,2015,9/22/2015,Annelida,Clitellata,Tubificida,Naididae,Immatures without cheatal hairs,,29,0.0041,0.4107,Poor,Petite Ponar,,,,276,,7.57,20.23,,8.24,2850,0.013,5.2,
60820,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,,50,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60821,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Heptagenia,,183,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60822,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Plecoptera,Perlidae,Acroneuria,,17,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60823,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Plecoptera,Perlodidae,Isoperla,,17,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60824,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Plecoptera,Capniidae,Paracapnia,,67,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60825,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Plecoptera,Chloroperlidae,,,17,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60826,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Coleoptera,Elmidae,,,17,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60827,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Ceratopsyche,,17,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60828,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Trichoptera,Leptoceridae,Mystacides,,17,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60829,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Trichoptera,Apataniidae,Apatania,,83,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60830,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,Lepidostoma,,267,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60831,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Arachnida,Trombidiformes,Sperchontidae,Sperchon,,17,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60832,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Lumbriculus,Lumbriculus variegatus,50,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60833,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais behningi,17,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60834,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Annelida,Clitellata,Tubificida,Naididae,,,17,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60835,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Diptera,Chironomidae,Parakiefferiella,,1917,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60836,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,,333,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60837,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Diptera,Chironomidae,Microtendipes,,133,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60838,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Diptera,Chironomidae,Rheotanytarsus,,117,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60839,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Diptera,Chironomidae,Phaenopsectra,,100,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60840,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Diptera,Chironomidae,Micropsectra,,133,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60841,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,,33,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60842,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,,50,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60843,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Diptera,Chironomidae,Ablabesmyia,,33,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60844,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Diptera,Chironomidae,Tvetenia,,33,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60845,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Diptera,Chironomidae,Potthastia,,83,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60846,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Diptera,Chironomidae,Thienemannimyia,,233,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60847,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Diptera,Chironomidae,Rheopelopia,,267,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60848,White Gravel,ON,Abitibi Plains,River,48.30666667,-86.55166667,2015,9/23/2015,Arthropoda,Insecta,Diptera,Chironomidae,Trissopelopia,,17,0.1799,17.9862,Poor,Kick Net,4,0.15,15.42,92,,10.7,11.36,,8.22,,,,
60849,Lyons Creek,ON,Lake Erie Lowland,River,42.97405,-79.22076667,2015,9/22/2015,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum halterale,0.01,0.0041,0.4107,Poor,Petite Ponar,,,,276,,7.57,20.23,,8.24,2850,0.013,5.2,
60850,Lyons Creek,ON,Lake Erie Lowland,River,42.97405,-79.22076667,2015,9/22/2015,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum halterale,1,0.0041,0.4107,Poor,Petite Ponar,,,,276,,7.57,20.23,,8.24,2850,0.013,5.2,
60851,Lyons Creek,ON,Lake Erie Lowland,River,42.97405,-79.22076667,2015,9/22/2015,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum halterale,0.01,0.0041,0.4107,Poor,Petite Ponar,,,,276,,7.57,20.23,,8.24,2850,0.013,5.2,
60852,Swallow,ON,Abitibi Plains,River,48.17541667,-86.08438333,2015,9/10/2015,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Oxyethira,,2,0.5536,55.3616,Good,Kick Net,4,,,75,,9.2,17.93,,7.8,,,,
60853,Swallow,ON,Abitibi Plains,River,48.17541667,-86.08438333,2015,9/10/2015,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Hydroptila,,1,0.5536,55.3616,Good,Kick Net,4,,,75,,9.2,17.93,,7.8,,,,
60854,Swallow,ON,Abitibi Plains,River,48.17541667,-86.08438333,2015,9/10/2015,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,2,0.5536,55.3616,Good,Kick Net,4,,,75,,9.2,17.93,,7.8,,,,
60855,Swallow,ON,Abitibi Plains,River,48.17541667,-86.08438333,2015,9/10/2015,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Polycentropus,,3,0.5536,55.3616,Good,Kick Net,4,,,75,,9.2,17.93,,7.8,,,,
60856,Swallow,ON,Abitibi Plains,River,48.17541667,-86.08438333,2015,9/10/2015,Arthropoda,Insecta,Trichoptera,Leptoceridae,Ceraclea,,2,0.5536,55.3616,Good,Kick Net,4,,,75,,9.2,17.93,,7.8,,,,
60857,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,,6,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60858,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,,9,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60859,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenonema,Stenonema femoratum,3,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60860,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Ephemeroptera,Baetidae,Acerpenna,,18,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60861,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Ephemeroptera,Baetidae,Acentrella,,15,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60862,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetis,,15,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60863,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,9,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60864,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Hydroptila,,3,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60865,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,,3,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60866,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,Lepidostoma,,6,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60867,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,12,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60868,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,9,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60869,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Tipulidae,Antocha,,6,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60870,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,Lauterborniella,,3,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
60871,North Swallow,ON,Abitibi Plains,River,48.21333333,-86.10944444,2015,9/10/2015,Arthropoda,Insecta,Diptera,Chironomidae,ocladius,,3,0.2056,20.5567,Poor,Kick Net,4,0.06,23.6,45,,10.19,14.84,,7.57,,,,
